country,year,migration_no,iso_alpha
Uruguay,1992,79,URY
Cyprus,1992,80,CYP
Austria,1992,93,AUT
Mauritius,1992,109,MUS
Sudan,1992,112,SDN
Myanmar,1992,116,MMR
Colombia,1992,118,COL
Hungary,1992,134,HUN
Kenya,1992,136,KEN
Papua New Guinea,1992,141,PNG
Brazil,1992,144,BRA
Denmark,1992,150,DNK
Tonga,1992,161,TON
Sweden,1992,164,SWE
Zimbabwe,1992,168,ZWE
Argentina,1992,174,ARG
Israel,1992,185,ISR
France,1992,186,FRA
Portugal,1992,198,PRT
Netherlands,1992,213,NLD
Switzerland,1992,214,CHE
Syria,1992,217,SYR
Somalia,1992,220,SOM
Peru,1992,232,PER
Russian Federation,1992,233,RUS
Bulgaria,1992,239,BGR
Greece,1992,240,GRC
Chile,1992,245,CHL
Jordan,1992,264,JOR
Italy,1992,283,ITA
Kuwait,1992,285,KWT
Iran,1992,310,IRN
Cambodia,1992,343,KHM
Bangladesh,1992,344,BGD
Pakistan,1992,346,PAK
Romania,1992,372,ROU
El Salvador,1992,373,SLV
Japan,1992,435,JPN
Singapore,1992,472,SGP
Ukraine,1992,489,UKR
Ireland,1992,561,IRL
Turkey,1992,625,TUR
Egypt,1992,654,EGY
Thailand,1992,686,THA
Canada,1992,696,CAN
Afghanistan,1992,764,AFG
Korea,1992,929,PRK
Poland,1992,959,POL
South Africa,1992,1021,ZAF
Lebanon,1992,1042,LBN
Indonesia,1992,1184,IDN
United States of America,1992,1322,USA
Iraq,1992,1539,IRQ
Malaysia,1992,1555,MYS
Sri Lanka,1992,1578,LKA
Fiji,1992,1593,FJI
India,1992,3553,IND
Philippines,1992,3731,PHL
Viet Nam,1992,5651,VNM
Hong Kong,1992,6520,HKG
New Zealand,1992,6694,NZL
United Kingdom,1992,9484,GBR
Estonia,1993,5,EST
French Polynesia,1993,5,PYF
Kiribati,1993,5,KIR
Norfolk Island,1993,5,NFK
Tokelau,1993,5,TKL
Tuvalu,1993,5,TUV
Czech Republic,1993,5,CZE
Gibraltar,1993,5,GIB
Luxembourg,1993,5,LUX
Monaco,1993,5,MCO
Slovak Republic,1993,5,SVK
Tajikistan,1993,5,TJK
Turkmenistan,1993,5,TKM
Western Sahara,1993,5,ESH
Yemen,1993,5,YEM
Angola,1993,5,AGO
Burundi,1993,5,BDI
Côte d'Ivoire,1993,5,CIV
Cameroon,1993,5,CMR
Djibouti,1993,5,DJI
Lesotho,1993,5,LSO
Malawi,1993,5,MWI
Mali,1993,5,MLI
Reunion,1993,5,REU
Rwanda,1993,5,RWA
Sierra Leone,1993,5,SLE
Zaire,1993,5,AGO
Bhutan,1993,5,BTN
Bermuda,1993,5,BMU
Antigua and Barbuda,1993,5,ATG
Costa Rica,1993,5,CRI
Dominican Republic,1993,5,DOM
Falkland Islands,1993,5,FLK
Grenada,1993,5,GRD
Guatemala,1993,5,GTM
Guyana,1993,5,GUY
Haiti,1993,5,HTI
Honduras,1993,5,HND
Paraguay,1993,5,PRY
Puerto Rico,1993,5,PRI
Virgin Islands,1993,5,USA
Mozambique,1993,6,MOZ
Trinidad and Tobago,1993,6,TTO
Niue,1993,7,NIU
Kyrgyzstan,1993,7,KGZ
Jamaica,1993,7,JAM
Nauru,1993,8,NRU
Oman,1993,8,OMN
Namibia,1993,8,NAM
Cuba,1993,8,CUB
Nicaragua,1993,8,NIC
Vanuatu,1993,9,VUT
New Caledonia,1993,10,NCL
Libya,1993,10,LBY
Tunisia,1993,10,TUN
Azerbaijan,1993,11,AZE
Bahrain,1993,11,BHR
Qatar,1993,11,QAT
Iceland,1993,12,ISL
Niger,1993,12,NGA
Kazakhstan,1993,14,KAZ
Algeria,1993,15,DZA
Bolivia,1993,15,BOL
Belarus,1993,16,BLR
Georgia,1993,16,GEO
Uzbekistan,1993,16,UZB
Seychelles,1993,16,SYC
Tanzania,1993,16,TZA
Latvia,1993,18,LVA
Ecuador,1993,20,ECU
Moldova,1993,21,MDA
Albania,1993,25,ALB
Lithuania,1993,27,LTU
Mexico,1993,27,MEX
Morocco,1993,29,MAR
Uganda,1993,30,UGA
Solomon Islands,1993,31,SLB
Nepal,1993,32,NPL
Botswana,1993,33,BWA
Venezuela,1993,35,VEN
Norway,1993,37,NOR
Armenia,1993,37,ARM
Belgium,1993,38,BEL
Malta,1993,38,MLT
United Arab Emirates,1993,38,ARE
Brunei,1993,38,BRN
Nigeria,1993,42,NGA
Saudi Arabia,1993,43,SAU
Zambia,1993,44,ZMB
Finland,1993,46,FIN
Cook Islands,1993,50,COK
Cyprus,1993,60,CYP
Ghana,1993,61,GHA
Uruguay,1993,66,URY
Bulgaria,1993,69,BGR
Spain,1993,79,ESP
Argentina,1993,82,ARG
Hungary,1993,96,HUN
Portugal,1993,103,PRT
Colombia,1993,104,COL
Kuwait,1993,107,KWT
Austria,1993,108,AUT
Mauritius,1993,108,MUS
Kenya,1993,110,KEN
El Salvador,1993,117,SLV
Tonga,1993,118,TON
Brazil,1993,135,BRA
Zimbabwe,1993,143,ZWE
Papua New Guinea,1993,145,PNG
Israel,1993,160,ISR
Denmark,1993,165,DNK
Russian Federation,1993,167,RUS
Jordan,1993,176,JOR
Sweden,1993,184,SWE
Switzerland,1993,214,CHE
Syria,1993,226,SYR
France,1993,244,FRA
Chile,1993,244,CHL
Peru,1993,247,PER
Greece,1993,280,GRC
Netherlands,1993,282,NLD
Italy,1993,286,ITA
Bangladesh,1993,300,BGD
Romania,1993,335,ROU
Sudan,1993,340,SDN
Somalia,1993,350,SOM
Japan,1993,409,JPN
Iran,1993,409,IRN
Pakistan,1993,415,PAK
Myanmar,1993,489,MMR
Ukraine,1993,501,UKR
Singapore,1993,502,SGP
Egypt,1993,505,EGY
Turkey,1993,556,TUR
Ireland,1993,600,IRL
Indonesia,1993,622,IDN
Canada,1993,628,CAN
Poland,1993,660,POL
Afghanistan,1993,660,AFG
Korea,1993,673,PRK
Thailand,1993,735,THA
Cambodia,1993,927,KHM
Lebanon,1993,1064,LBN
Iraq,1993,1092,IRQ
Malaysia,1993,1252,MYS
Fiji,1993,1324,FJI
United States of America,1993,1373,USA
Sri Lanka,1993,1431,LKA
South Africa,1993,1654,ZAF
India,1993,2643,IND
Hong Kong,1993,3333,HKG
Philippines,1993,4179,PHL
Viet Nam,1993,5434,VNM
New Zealand,1993,7772,NZL
United Kingdom,1993,8963,GBR
French Polynesia,1994,5,PYF
Marshall Islands,1994,5,MHL
New Caledonia,1994,5,NCL
Norfolk Island,1994,5,NFK
Palau,1994,5,PLW
Tuvalu,1994,5,TUV
Czech Republic,1994,5,CZE
Gibraltar,1994,5,GIB
Iceland,1994,5,ISL
Luxembourg,1994,5,LUX
Azerbaijan,1994,5,AZE
Georgia,1994,5,GEO
Kyrgyzstan,1994,5,KGZ
Tajikistan,1994,5,TJK
Turkmenistan,1994,5,TKM
Yemen,1994,5,YEM
Angola,1994,5,AGO
Côte d'Ivoire,1994,5,CIV
Djibouti,1994,5,DJI
Gabon,1994,5,GAB
Gambia,1994,5,GMB
Guinea-Bissau,1994,5,GNB
Lesotho,1994,5,LSO
Madagascar,1994,5,MDG
Reunion,1994,5,REU
Senegal,1994,5,SEN
Mongolia,1994,5,MNG
Maldives,1994,5,MDV
Bermuda,1994,5,BMU
Bahamas,1994,5,BHS
Barbados,1994,5,BRB
Belize,1994,5,BLZ
Costa Rica,1994,5,CRI
Dominica,1994,5,DMA
Dominican Republic,1994,5,DOM
Falkland Islands,1994,5,FLK
French Guiana,1994,5,GUF
Guadeloupe,1994,5,FRA
Honduras,1994,5,HND
Nicaragua,1994,5,NIC
Panama,1994,5,PAN
Paraguay,1994,5,PRY
Virgin Islands,1994,5,USA
Western Sahara,1994,7,ESH
Zaire,1994,7,AGO
Cuba,1994,7,CUB
Nauru,1994,9,NRU
Tokelau,1994,9,TKL
Vanuatu,1994,9,VUT
Namibia,1994,10,NAM
Guyana,1994,10,GUY
Tunisia,1994,11,TUN
Mozambique,1994,11,MOZ
Niue,1994,12,NIU
Seychelles,1994,12,SYC
Jamaica,1994,12,JAM
Kiribati,1994,13,KIR
Malawi,1994,13,MWI
Bolivia,1994,13,BOL
Sierra Leone,1994,14,SLE
Guatemala,1994,16,GTM
Qatar,1994,17,QAT
Libya,1994,18,LBY
Niger,1994,18,NGA
Bahrain,1994,19,BHR
Oman,1994,19,OMN
Uzbekistan,1994,20,UZB
Uganda,1994,23,UGA
Mexico,1994,23,MEX
Kazakhstan,1994,24,KAZ
Algeria,1994,24,DZA
Trinidad and Tobago,1994,24,TTO
Slovak Republic,1994,25,SVK
Moldova,1994,28,MDA
Belarus,1994,29,BLR
Lithuania,1994,30,LTU
Solomon Islands,1994,31,SLB
Morocco,1994,32,MAR
Latvia,1994,37,LVA
Armenia,1994,38,ARM
Tanzania,1994,38,TZA
Brunei,1994,38,BRN
Ecuador,1994,43,ECU
Venezuela,1994,44,VEN
Albania,1994,46,ALB
United Arab Emirates,1994,46,ARE
Norway,1994,48,NOR
Cyprus,1994,49,CYP
Nepal,1994,54,NPL
Nigeria,1994,55,NGA
Cook Islands,1994,59,COK
Uruguay,1994,59,URY
Malta,1994,62,MLT
Finland,1994,68,FIN
Zambia,1994,75,ZMB
Russian Federation,1994,82,RUS
Mauritius,1994,87,MUS
Belgium,1994,90,BEL
Spain,1994,96,ESP
Austria,1994,106,AUT
Botswana,1994,113,BWA
Bulgaria,1994,114,BGR
Argentina,1994,117,ARG
Saudi Arabia,1994,122,SAU
Tonga,1994,124,TON
Hungary,1994,128,HUN
Kuwait,1994,130,KWT
Ghana,1994,136,GHA
Papua New Guinea,1994,140,PNG
Colombia,1994,141,COL
Portugal,1994,147,PRT
Israel,1994,149,ISR
Brazil,1994,164,BRA
Sweden,1994,175,SWE
El Salvador,1994,183,SLV
Denmark,1994,191,DNK
Jordan,1994,198,JOR
Peru,1994,215,PER
Kenya,1994,219,KEN
Chile,1994,223,CHL
Zimbabwe,1994,236,ZWE
Syria,1994,249,SYR
Greece,1994,261,GRC
Switzerland,1994,264,CHE
Romania,1994,310,ROU
Italy,1994,336,ITA
France,1994,359,FRA
Sudan,1994,361,SDN
Netherlands,1994,366,NLD
Somalia,1994,384,SOM
Afghanistan,1994,392,AFG
Japan,1994,527,JPN
Myanmar,1994,598,MMR
Pakistan,1994,598,PAK
Egypt,1994,620,EGY
Singapore,1994,650,SGP
Iran,1994,654,IRN
Korea,1994,666,PRK
Ukraine,1994,687,UKR
Bangladesh,1994,709,BGD
Turkey,1994,718,TUR
Poland,1994,746,POL
Thailand,1994,799,THA
Canada,1994,808,CAN
Ireland,1994,904,IRL
Indonesia,1994,1013,IDN
Malaysia,1994,1107,MYS
Lebanon,1994,1197,LBN
Cambodia,1994,1356,KHM
Fiji,1994,1504,FJI
United States of America,1994,1765,USA
Sri Lanka,1994,1953,LKA
Iraq,1994,2539,IRQ
South Africa,1994,2792,ZAF
India,1994,3908,IND
Philippines,1994,4116,PHL
Hong Kong,1994,4135,HKG
Viet Nam,1994,5097,VNM
New Zealand,1994,10498,NZL
United Kingdom,1994,10689,GBR
Federated States of Micronesia,1995,5,FSM
Guam,1995,5,GUM
Marshall Islands,1995,5,MHL
Norfolk Island,1995,5,NFK
Palau,1995,5,PLW
Tuvalu,1995,5,TUV
Andorra,1995,5,AND
Gibraltar,1995,5,GIB
Monaco,1995,5,MCO
Kyrgyzstan,1995,5,KGZ
Turkmenistan,1995,5,TKM
Mauritania,1995,5,MRT
Tunisia,1995,5,TUN
Yemen,1995,5,YEM
Angola,1995,5,AGO
Chad,1995,5,TCD
Djibouti,1995,5,DJI
Gambia,1995,5,GMB
Lesotho,1995,5,LSO
Madagascar,1995,5,MDG
Malawi,1995,5,MWI
Reunion,1995,5,REU
Rwanda,1995,5,RWA
Sierra Leone,1995,5,SLE
Togo,1995,5,TGO
Mongolia,1995,5,MNG
Bahamas,1995,5,BHS
Cayman Islands,1995,5,CYM
Dominican Republic,1995,5,DOM
Falkland Islands,1995,5,FLK
Grenada,1995,5,GRD
Haiti,1995,5,HTI
Martinique,1995,5,MTQ
Montserrat,1995,5,MSR
Panama,1995,5,PAN
Puerto Rico,1995,5,PRI
Suriname,1995,5,SUR
Estonia,1995,6,EST
Nauru,1995,6,NRU
Iceland,1995,6,ISL
Luxembourg,1995,6,LUX
Azerbaijan,1995,6,AZE
Mozambique,1995,6,MOZ
Barbados,1995,6,BRB
Paraguay,1995,6,PRY
Belize,1995,7,BLZ
Kiribati,1995,8,KIR
Oman,1995,8,OMN
Senegal,1995,8,SEN
Bermuda,1995,8,BMU
Cuba,1995,8,CUB
Guyana,1995,8,GUY
Lithuania,1995,10,LTU
French Polynesia,1995,10,PYF
New Caledonia,1995,11,NCL
Niue,1995,11,NIU
Tokelau,1995,11,TKL
Niger,1995,11,NGA
Costa Rica,1995,11,CRI
Honduras,1995,11,HND
Moldova,1995,12,MDA
Georgia,1995,13,GEO
Qatar,1995,14,QAT
Jamaica,1995,14,JAM
Vanuatu,1995,15,VUT
Belarus,1995,15,BLR
Zaire,1995,15,AGO
Libya,1995,16,LBY
Namibia,1995,16,NAM
Bolivia,1995,16,BOL
Guatemala,1995,16,GTM
Trinidad and Tobago,1995,19,TTO
Latvia,1995,20,LVA
Nicaragua,1995,20,NIC
Bahrain,1995,22,BHR
Seychelles,1995,22,SYC
Slovenia,1995,23,SVN
Kazakhstan,1995,24,KAZ
Solomon Islands,1995,26,SLB
Algeria,1995,27,DZA
Slovak Republic,1995,28,SVK
Uganda,1995,29,UGA
Brunei,1995,29,BRN
Armenia,1995,31,ARM
Tanzania,1995,33,TZA
Mexico,1995,38,MEX
Uzbekistan,1995,39,UZB
Morocco,1995,39,MAR
Norway,1995,40,NOR
Czech Republic,1995,48,CZE
Nigeria,1995,48,NGA
Venezuela,1995,48,VEN
Uruguay,1995,49,URY
Ecuador,1995,52,ECU
Albania,1995,53,ALB
United Arab Emirates,1995,53,ARE
Nepal,1995,60,NPL
Zambia,1995,62,ZMB
Finland,1995,65,FIN
Malta,1995,66,MLT
Belgium,1995,73,BEL
Cyprus,1995,76,CYP
Russian Federation,1995,81,RUS
Saudi Arabia,1995,94,SAU
Kuwait,1995,95,KWT
Spain,1995,96,ESP
Ghana,1995,101,GHA
Colombia,1995,101,COL
Brazil,1995,105,BRA
Mauritius,1995,111,MUS
Austria,1995,112,AUT
Bulgaria,1995,113,BGR
Argentina,1995,113,ARG
Hungary,1995,121,HUN
Denmark,1995,146,DNK
Jordan,1995,146,JOR
Israel,1995,154,ISR
Botswana,1995,161,BWA
Cook Islands,1995,170,COK
Tonga,1995,179,TON
Eritrea,1995,185,ERI
Sweden,1995,187,SWE
El Salvador,1995,191,SLV
Kenya,1995,194,KEN
Peru,1995,199,PER
Syria,1995,204,SYR
Portugal,1995,216,PRT
Papua New Guinea,1995,217,PNG
Zimbabwe,1995,261,ZWE
Chile,1995,263,CHL
Switzerland,1995,280,CHE
Greece,1995,281,GRC
Italy,1995,304,ITA
France,1995,309,FRA
Romania,1995,368,ROU
Ukraine,1995,407,UKR
Netherlands,1995,408,NLD
Ethiopia,1995,441,ETH
Myanmar,1995,448,MMR
Sudan,1995,452,SDN
Egypt,1995,504,EGY
Somalia,1995,521,SOM
Japan,1995,593,JPN
Pakistan,1995,603,PAK
Poland,1995,617,POL
Afghanistan,1995,636,AFG
Korea,1995,704,PRK
Croatia,1995,710,HRV
Thailand,1995,736,THA
Bangladesh,1995,759,BGD
Turkey,1995,803,TUR
Ireland,1995,813,IRL
Singapore,1995,841,SGP
Canada,1995,866,CAN
Iran,1995,1018,IRN
Malaysia,1995,1081,MYS
Lebanon,1995,1326,LBN
Cambodia,1995,1357,KHM
United States of America,1995,1625,USA
Fiji,1995,1714,FJI
Indonesia,1995,1793,IDN
Sri Lanka,1995,1951,LKA
Iraq,1995,2617,IRQ
South Africa,1995,3190,ZAF
Philippines,1995,3232,PHL
Viet Nam,1995,3567,VNM
India,1995,3700,IND
Hong Kong,1995,4361,HKG
United Kingdom,1995,11268,GBR
New Zealand,1995,12265,NZL
Guam,1996,5,GUM
Andorra,1996,5,AND
Greenland,1996,5,GRL
Iceland,1996,5,ISL
Luxembourg,1996,5,LUX
Azerbaijan,1996,5,AZE
Kyrgyzstan,1996,5,KGZ
Mauritania,1996,5,MRT
Western Sahara,1996,5,ESH
Benin,1996,5,BEN
Burkina Faso,1996,5,BFA
Burundi,1996,5,BDI
Côte d'Ivoire,1996,5,CIV
Cameroon,1996,5,CMR
Central African Republic,1996,5,CAF
Chad,1996,5,TCD
Congo,1996,5,COG
Djibouti,1996,5,DJI
Gabon,1996,5,GAB
Gambia,1996,5,GMB
Lesotho,1996,5,LSO
Liberia,1996,5,LBR
Madagascar,1996,5,MDG
Rwanda,1996,5,RWA
Togo,1996,5,TGO
Mongolia,1996,5,MNG
Bhutan,1996,5,BTN
Aruba,1996,5,ABW
Bahamas,1996,5,BHS
Belize,1996,5,BLZ
Cayman Islands,1996,5,CYM
Costa Rica,1996,5,CRI
Dominica,1996,5,DMA
Falkland Islands,1996,5,FLK
French Guiana,1996,5,GUF
Guadeloupe,1996,5,FRA
Honduras,1996,5,HND
Puerto Rico,1996,5,PRI
Suriname,1996,5,SUR
Cote d'Ivoire,1996,5,CIV
"Micronesia, Federated States of",1996,5,FSM
Comoros,1996,5,COM
Réunion,1996,5,REU
American Samoa,1996,5,ASM
Bahrain,1996,5,BHR
Bolivia,1996,5,BOL
Botswana,1996,5,BWA
Brunei Darussalam,1996,5,BRN
Cuba,1996,5,CUB
Cyprus,1996,5,CYP
Dominican Republic,1996,5,DOM
Estonia,1996,5,EST
Guatemala,1996,5,GTM
Guyana,1996,5,GUY
Jamaica,1996,5,JAM
Kiribati,1996,5,KIR
Korea,1996,5,PRK
Kuwait,1996,5,KWT
Latvia,1996,5,LVA
Lithuania,1996,5,LTU
Malawi,1996,5,MWI
Malta,1996,5,MLT
Morocco,1996,5,MAR
Mozambique,1996,5,MOZ
Namibia,1996,5,NAM
Panama,1996,5,PAN
Paraguay,1996,5,PRY
Samoa,1996,5,WSM
Saudi Arabia,1996,5,SAU
Seychelles,1996,5,SYC
Solomon Islands,1996,5,SLB
Somalia,1996,5,SOM
Tanzania,1996,5,TZA
Trinidad and Tobago,1996,5,TTO
Tunisia,1996,5,TUN
Uruguay,1996,5,URY
Vanuatu,1996,5,VUT
Albania,1996,5,ALB
Argentina,1996,5,ARG
Belgium,1996,5,BEL
Brazil,1996,5,BRA
Chile,1996,5,CHL
China,1996,5,CHN
Croatia,1996,5,HRV
Czech Republic,1996,5,CZE
Denmark,1996,5,DNK
France,1996,5,FRA
Ghana,1996,5,GHA
Greece,1996,5,GRC
Israel,1996,5,ISR
Japan,1996,5,JPN
Jordan,1996,5,JOR
Myanmar,1996,5,MMR
Papua New Guinea,1996,5,PNG
Peru,1996,5,PER
Poland,1996,5,POL
Singapore,1996,5,SGP
Spain,1996,5,ESP
Vietnam,1996,5,VNM
Gibraltar,1996,6,GIB
Tajikistan,1996,6,TJK
Maldives,1996,6,MDV
Barbados,1996,6,BRB
Ethiopia,1996,6,ETH
Sierra Leone,1996,6,SLE
Austria,1996,6,AUT
Switzerland,1996,6,CHE
Syria,1996,6,SYR
Zimbabwe,1996,6,ZWE
Tokelau,1996,7,TKL
Tuvalu,1996,7,TUV
Angola,1996,7,AGO
Uganda,1996,7,UGA
French Polynesia,1996,8,PYF
Nauru,1996,8,NRU
Canada,1996,8,CAN
Niue,1996,10,NIU
Bermuda,1996,10,BMU
Taiwan,1996,10,TWN
Senegal,1996,11,SEN
Nicaragua,1996,11,NIC
Georgia,1996,11,GEO
Niger,1996,12,NGA
Qatar,1996,13,QAT
Algeria,1996,13,DZA
Ecuador,1996,13,ECU
Netherlands,1996,13,NLD
Sweden,1996,13,SWE
Thailand,1996,13,THA
Turkey,1996,13,TUR
Moldova,1996,14,MDA
Ireland,1996,14,IRL
Zambia,1996,15,ZMB
Bangladesh,1996,15,BGD
Oman,1996,17,OMN
Sudan,1996,17,SDN
Libya,1996,18,LBY
Yemen,1996,18,YEM
Slovenia,1996,18,SVN
Italy,1996,18,ITA
Norway,1996,19,NOR
Tonga,1996,20,TON
Armenia,1996,21,ARM
Mexico,1996,21,MEX
Lebanon,1996,21,LBN
Uzbekistan,1996,22,UZB
Malaysia,1996,23,MYS
Belarus,1996,24,BLR
Pakistan,1996,24,PAK
Colombia,1996,26,COL
Finland,1996,28,FIN
Nigeria,1996,28,NGA
Nepal,1996,30,NPL
New Caledonia,1996,31,NCL
United States of America,1996,34,USA
Kazakhstan,1996,35,KAZ
Philippines,1996,40,PHL
India,1996,42,IND
Mauritius,1996,43,MUS
Hungary,1996,44,HUN
Slovakia,1996,50,SVK
Bulgaria,1996,54,BGR
Kenya,1996,55,KEN
Iraq,1996,60,IRQ
United Arab Emirates,1996,64,ARE
Indonesia,1996,67,IDN
Venezuela,1996,89,VEN
Eritrea,1996,133,ERI
Portugal,1996,138,PRT
El Salvador,1996,154,SLV
Romania,1996,171,ROU
Iran,1996,193,IRN
"Korea, Republic of",1996,239,KOR
United Kingdom,1996,246,GBR
Ukraine,1996,247,UKR
Cook Islands,1996,293,COK
Russian Federation,1996,304,RUS
Afghanistan,1996,368,AFG
Fiji,1996,407,FJI
Egypt,1996,482,EGY
Sri Lanka,1996,707,LKA
Cambodia,1996,858,KHM
Germany,1996,1159,DEU
Bosnia and Herzegovina,1996,2065,BIH
South Africa,1996,3631,ZAF
New Zealand,1996,13077,NZL
Guam,1997,5,GUM
Nauru,1997,5,NRU
Palau,1997,5,PLW
Wallis and Futuna,1997,5,WLF
Gibraltar,1997,5,GIB
Iceland,1997,5,ISL
Luxembourg,1997,5,LUX
Monaco,1997,5,MCO
Tajikistan,1997,5,TJK
Mauritania,1997,5,MRT
Angola,1997,5,AGO
Benin,1997,5,BEN
Burundi,1997,5,BDI
Côte d'Ivoire,1997,5,CIV
Cameroon,1997,5,CMR
Chad,1997,5,TCD
Congo,1997,5,COG
Djibouti,1997,5,DJI
Gambia,1997,5,GMB
Guinea,1997,5,GIN
Guinea-Bissau,1997,5,GNB
Lesotho,1997,5,LSO
Liberia,1997,5,LBR
Madagascar,1997,5,MDG
Malawi,1997,5,MWI
Rwanda,1997,5,RWA
Mongolia,1997,5,MNG
Maldives,1997,5,MDV
Anguilla,1997,5,AIA
Aruba,1997,5,ABW
Bahamas,1997,5,BHS
Belize,1997,5,BLZ
Cayman Islands,1997,5,CYM
Dominican Republic,1997,5,DOM
Falkland Islands,1997,5,FLK
Grenada,1997,5,GRD
Guadeloupe,1997,5,FRA
Guatemala,1997,5,GTM
Haiti,1997,5,HTI
Honduras,1997,5,HND
Nicaragua,1997,5,NIC
Panama,1997,5,PAN
Paraguay,1997,5,PRY
Puerto Rico,1997,5,PRI
Suriname,1997,5,SUR
Cote d'Ivoire,1997,5,CIV
"Micronesia, Federated States of",1997,5,FSM
Algeria,1997,5,DZA
Azerbaijan,1997,5,AZE
Bahrain,1997,5,BHR
Bermuda,1997,5,BMU
Bhutan,1997,5,BTN
Bolivia,1997,5,BOL
Botswana,1997,5,BWA
Costa Rica,1997,5,CRI
Ecuador,1997,5,ECU
El Salvador,1997,5,SLV
Eritrea,1997,5,ERI
Kuwait,1997,5,KWT
Lithuania,1997,5,LTU
Marshall Islands,1997,5,MHL
Namibia,1997,5,NAM
Oman,1997,5,OMN
Qatar,1997,5,QAT
Senegal,1997,5,SEN
Sudan,1997,5,SDN
Tanzania,1997,5,TZA
United Arab Emirates,1997,5,ARE
Brazil,1997,5,BRA
Chile,1997,5,CHL
China,1997,5,CHN
Colombia,1997,5,COL
Finland,1997,5,FIN
Hungary,1997,5,HUN
Iran,1997,5,IRN
Ireland,1997,5,IRL
Italy,1997,5,ITA
Japan,1997,5,JPN
Malta,1997,5,MLT
Mexico,1997,5,MEX
New Caledonia,1997,5,NCL
Portugal,1997,5,PRT
Samoa,1997,5,WSM
Singapore,1997,5,SGP
Sri Lanka,1997,5,LKA
Sweden,1997,5,SWE
Switzerland,1997,5,CHE
Taiwan,1997,5,TWN
Thailand,1997,5,THA
French Polynesia,1997,6,PYF
Tuvalu,1997,6,TUV
Morocco,1997,6,MAR
Canada,1997,6,CAN
Georgia,1997,7,GEO
Moldova,1997,7,MDA
Guyana,1997,7,GUY
Albania,1997,7,ALB
Ethiopia,1997,7,ETH
Jamaica,1997,7,JAM
Argentina,1997,7,ARG
Niue,1997,8,NIU
Yemen,1997,8,YEM
Somalia,1997,8,SOM
Tunisia,1997,8,TUN
Bangladesh,1997,8,BGD
Ghana,1997,8,GHA
Netherlands,1997,8,NLD
Kiribati,1997,9,KIR
Kyrgyzstan,1997,9,KGZ
Barbados,1997,9,BRB
Brunei Darussalam,1997,9,BRN
Mozambique,1997,9,MOZ
Uruguay,1997,9,URY
Zambia,1997,9,ZMB
France,1997,9,FRA
Malaysia,1997,9,MYS
Papua New Guinea,1997,9,PNG
Saudi Arabia,1997,10,SAU
Seychelles,1997,10,SYC
Cuba,1997,11,CUB
Estonia,1997,12,EST
Tokelau,1997,12,TKL
Sierra Leone,1997,12,SLE
Armenia,1997,12,ARM
Spain,1997,12,ESP
Uzbekistan,1997,12,UZB
Turkey,1997,12,TUR
Belarus,1997,13,BLR
Kazakhstan,1997,13,KAZ
Slovenia,1997,13,SVN
Tonga,1997,13,TON
Lebanon,1997,14,LBN
Czech Republic,1997,15,CZE
Norway,1997,15,NOR
Libya,1997,17,LBY
India,1997,17,IND
Vanuatu,1997,19,VUT
Cyprus,1997,19,CYP
Niger,1997,21,NGA
Solomon Islands,1997,22,SLB
United States of America,1997,23,USA
Uganda,1997,24,UGA
Myanmar,1997,25,MMR
Peru,1997,26,PER
Trinidad and Tobago,1997,26,TTO
Latvia,1997,29,LVA
Iraq,1997,31,IRQ
Syria,1997,31,SYR
Philippines,1997,31,PHL
Greece,1997,32,GRC
Pakistan,1997,32,PAK
Slovakia,1997,36,SVK
Croatia,1997,40,HRV
Austria,1997,41,AUT
Denmark,1997,45,DNK
Mauritius,1997,47,MUS
Belgium,1997,48,BEL
Venezuela,1997,48,VEN
Vietnam,1997,48,VNM
Nepal,1997,53,NPL
Zimbabwe,1997,59,ZWE
Nigeria,1997,60,NGA
Indonesia,1997,66,IDN
Bulgaria,1997,77,BGR
Israel,1997,96,ISR
Jordan,1997,112,JOR
Ukraine,1997,122,UKR
Poland,1997,128,POL
Russian Federation,1997,136,RUS
"Korea, Republic of",1997,161,KOR
United Kingdom,1997,165,GBR
Romania,1997,171,ROU
Kenya,1997,174,KEN
Cook Islands,1997,228,COK
Fiji,1997,321,FJI
Egypt,1997,388,EGY
Afghanistan,1997,602,AFG
Cambodia,1997,622,KHM
Germany,1997,1049,DEU
Korea,1997,1110,PRK
Bosnia and Herzegovina,1997,2144,BIH
South Africa,1997,4903,ZAF
New Zealand,1997,14725,NZL
Guam,1998,5,GUM
Marshall Islands,1998,5,MHL
Nauru,1998,5,NRU
Northern Mariana Islands,1998,5,MNP
Palau,1998,5,PLW
Tuvalu,1998,5,TUV
Iceland,1998,5,ISL
Luxembourg,1998,5,LUX
Monaco,1998,5,MCO
Azerbaijan,1998,5,AZE
Mauritania,1998,5,MRT
Burundi,1998,5,BDI
Côte d'Ivoire,1998,5,CIV
Cameroon,1998,5,CMR
Congo,1998,5,COG
Guinea,1998,5,GIN
Guinea-Bissau,1998,5,GNB
Liberia,1998,5,LBR
Niger,1998,5,NGA
Rwanda,1998,5,RWA
Mongolia,1998,5,MNG
Bermuda,1998,5,BMU
Aruba,1998,5,ABW
Bahamas,1998,5,BHS
Barbados,1998,5,BRB
Belize,1998,5,BLZ
Cayman Islands,1998,5,CYM
Costa Rica,1998,5,CRI
Falkland Islands,1998,5,FLK
